yeast_gene,species,call,hit_id,evalue,pident,coverage,reciprocal_best_hit,tier,final_call
Cef1,Tetrahymena_utriculariae,divergent_homolog,EIA_13261.1|CM126834.1|-|463|1.299e-132|11|347792|350487|350487[350487]:350341[350341]:147[147]|350059[350038]:349952[349952]:108[87]|349822[349822]:349676[349676]:147[147]|349332[349332]:349201[349201]:132[132]|349057[349048]:348998[348998]:60[51]|348940[348940]:348887[348887]:54[54]|348844[348844]:348671[348671]:174[174]|348553[348553]:348509[348509]:45[45]|348178[348178]:348104[348104]:75[75]|347965[347965]:347909[347909]:57[57]|347839[347839]:347792[347792]:48[48],6.69e-07,33.0,,False,domain_rescue,shared_pfam=PF00249
Ecm2,Tetrahymena_utriculariae,divergent_homolog,EIA_11529.1|CM126817.1|+|321|7.244e-90|6|397331|398355|397331[397331]:397420[397420]:90[90]|397476[397491]:397580[397580]:105[90]|397704[397704]:397745[397745]:42[42]|397827[397827]:397970[397970]:144[144]|398067[398067]:398162[398162]:96[96]|398266[398266]:398355[398355]:90[90],2.31e-08,46.2,,False,domain_rescue,shared_pfam=PF21369
Prp45,Tetrahymena_utriculariae,divergent_homolog,EIA_22203.2|CM126985.1|+|369|2.574e-104|7|134582|136273|134582[134582]:134647[134647]:66[66]|134872[134872]:134922[134922]:51[51]|135118[135118]:135225[135225]:108[108]|135388[135388]:135498[135498]:111[111]|135604[135604]:135759[135759]:156[156]|135951[135951]:136082[136082]:132[132]|136136[136136]:136273[136273]:138[138],1.05e-13,27.9,,False,domain_rescue,shared_pfam=PF02731
Prp46,Tetrahymena_utriculariae,divergent_homolog,EIA_17471.1|CM126918.1|-|490|9.681e-141|9|11945|13821|13821[13821]:13714[13714]:108[108]|13569[13569]:13525[13525]:45[45]|13488[13488]:13420[13420]:69[69]|13395[13395]:13324[13324]:72[72]|13308[13308]:13093[13093]:216[216]|12586[12586]:12335[12335]:252[252]|12240[12240]:12199[12199]:42[42]|12183[12183]:12121[12121]:63[63]|12064[12064]:11945[11945]:120[120],3.49e-22,24.7,,False,domain_rescue,shared_pfam=PF00400
Cwc22,Tetrahymena_utriculariae,divergent_homolog,EIA_10248.1|CM126921.1|-|891|1.875e-261|12|1318400|1320672|1320672[1320672]:1320445[1320445]:228[228]|1320336[1320336]:1320211[1320211]:126[126]|1320162[1320162]:1320109[1320109]:54[54]|1320019[1320019]:1319945[1319945]:75[75]|1319879[1319879]:1319616[1319616]:264[264]|1319591[1319591]:1319502[1319502]:90[90]|1319404[1319404]:1319324[1319324]:81[81]|1319257[1319257]:1319174[1319174]:84[84]|1319146[1319146]:1319003[1319003]:144[144]|1318948[1318939]:1318916[1318916]:33[24]|1318870[1318870]:1318694[1318694]:177[177]|1318582[1318582]:1318400[1318400]:183[183],4.67e-21,23.1,,False,domain_rescue,shared_pfam=PF02847
Cwc23,Tetrahymena_utriculariae,divergent_homolog,EIA_02562.1|CM126987.1|+|309|2.967e-86|5|772346|773281|772346[772346]:772429[772429]:84[84]|772490[772490]:772567[772567]:78[78]|772746[772746]:772880[772880]:135[135]|772922[772940]:773080[773080]:159[141]|773159[773159]:773281[773281]:123[123],5.03e-06,30.7,,False,domain_rescue,shared_pfam=PF00226
Cwc24,Tetrahymena_utriculariae,divergent_homolog,EIA_01465.1|CM126919.1|+|376|2.011e-106|5|1385499|1387602|1385499[1385499]:1385579[1385579]:81[81]|1386147[1386147]:1386302[1386302]:156[156]|1386946[1386946]:1387098[1387098]:153[153]|1387312[1387312]:1387395[1387395]:84[84]|1387495[1387495]:1387602[1387602]:108[108],5.94e-03,33.3,,False,domain_rescue,shared_pfam=PF00642
Yju2,Tetrahymena_utriculariae,divergent_homolog,EIA_10019.1|CM126865.1|+|411|5.852e-117|6|1330973|1332111|1330973[1330973]:1331038[1331038]:66[66]|1331183[1331183]:1331293[1331293]:111[111]|1331337[1331352]:1331471[1331471]:135[120]|1331582[1331585]:1331689[1331689]:108[105]|1331806[1331806]:1331955[1331955]:150[150]|1332019[1332022]:1332111[1332111]:93[90],8.61e-14,35.4,,False,domain_rescue,shared_pfam=PF04502
Prp17,Tetrahymena_utriculariae,divergent_homolog,EIA_11523.1|CM126817.1|+|491|4.841e-141|10|410528|412603|410528[410528]:410614[410614]:87[87]|410681[410681]:410791[410791]:111[111]|410849[410849]:410893[410893]:45[45]|410945[410945]:411013[411013]:69[69]|411092[411092]:411172[411172]:81[81]|411414[411414]:411572[411572]:159[159]|411694[411694]:411753[411753]:60[60]|411994[411994]:412191[412191]:198[198]|412322[412322]:412426[412426]:105[105]|412520[412520]:412603[412603]:84[84],8.11e-18,23.1,,False,domain_rescue,shared_pfam=PF00400
Prp6,Tetrahymena_utriculariae,divergent_homolog,EIA_20622.1|CM126896.1|+|900|3.661e-264|14|5917|8511|5917[5917]:6066[6066]:150[150]|6097[6097]:6183[6183]:87[87]|6238[6238]:6303[6303]:66[66]|6370[6370]:6420[6420]:51[51]|6559[6559]:6693[6693]:135[135]|6721[6721]:6924[6924]:204[204]|6970[6970]:7155[7155]:186[186]|7189[7189]:7302[7302]:114[114]|7465[7465]:7569[7569]:105[105]|7636[7636]:7689[7689]:54[54]|7765[7765]:7863[7863]:99[99]|7936[7936]:8016[8016]:81[81]|8080[8080]:8190[8190]:111[111]|8275[8275]:8511[8511]:237[237],1.34e-15,24.1,,False,domain_rescue,"shared_pfam=PF06424,PF29376"
Msl5,Tetrahymena_utriculariae,divergent_homolog,EIA_10697.1|CM126895.1|-|703|7.354e-205|11|162031|164493|164493[164493]:164305[164305]:189[189]|164283[164283]:164200[164200]:84[84]|164103[164103]:163981[163981]:123[123]|163953[163953]:163861[163861]:93[93]|163845[163845]:163771[163771]:75[75]|163146[163146]:163015[163015]:132[132]|162927[162927]:162838[162838]:90[90]|162771[162771]:162721[162721]:51[51]|162651[162651]:162442[162442]:210[210]|162387[162387]:162328[162328]:60[60]|162246[162246]:162031[162031]:216[216],3.53e-07,41.3,,False,domain_rescue,shared_pfam=PF16275
Npl3,Tetrahymena_utriculariae,divergent_homolog,EIA_19039.1|CM126944.1|-|198|7.703e-53|2|55109|55454|55454[55454]:55347[55347]:108[108]|55285[55285]:55109[55109]:177[177],5.62e-05,31.5,,False,domain_rescue,shared_pfam=PF00076
Gbp2,Tetrahymena_utriculariae,divergent_homolog,EIA_04544.1|CM126960.1|+|323|1.811e-90|4|197675|200543|197675[197675]:197833[197833]:159[159]|199462[199462]:199665[199665]:204[204]|199993[199993]:200061[200061]:69[69]|200418[200421]:200543[200543]:126[123],2.71e-11,27.1,,False,domain_rescue,shared_pfam=PF00076
Hrb1,Tetrahymena_utriculariae,divergent_homolog,EIA_19039.1|CM126944.1|-|198|7.703e-53|2|55109|55454|55454[55454]:55347[55347]:108[108]|55285[55285]:55109[55109]:177[177],2.86e-09,35.9,,False,domain_rescue,shared_pfam=PF00076
Hrp1,Tetrahymena_utriculariae,divergent_homolog,EIA_04544.1|CM126960.1|+|323|1.811e-90|4|197675|200543|197675[197675]:197833[197833]:159[159]|199462[199462]:199665[199665]:204[204]|199993[199993]:200061[200061]:69[69]|200418[200421]:200543[200543]:126[123],8.60e-09,25.0,,False,domain_rescue,shared_pfam=PF00076
Mud1,Tetrahymena_malaccensis,divergent_homolog,EIA_09530.1,5.43e-04,32.0,,False,domain_rescue,shared_pfam=PF00076
Yhc1,Tetrahymena_malaccensis,divergent_homolog,EIA_10368.1,6.66e-06,35.7,,False,domain_rescue,shared_pfam=PF06220
Prp39,Tetrahymena_malaccensis,divergent_homolog,EIA_09004.1,2.52e-08,20.3,,False,domain_rescue,"shared_pfam=PF23240,PF23241"
Nam8,Tetrahymena_malaccensis,divergent_homolog,EIA_07411.1,3.14e-14,27.8,,False,domain_rescue,shared_pfam=PF00076
Luc7,Tetrahymena_malaccensis,divergent_homolog,EIA_07413.1,5.20e-10,24.7,,False,domain_rescue,shared_pfam=PF03194
SmG,Tetrahymena_malaccensis,divergent_homolog,EIA_23492.1,9.59e-15,45.2,,False,domain_rescue,shared_pfam=PF01423
Msl1,Tetrahymena_malaccensis,divergent_homolog,EIA_22666.1,4.68e-15,40.7,,False,domain_rescue,shared_pfam=PF13893
Lea1,Tetrahymena_malaccensis,divergent_homolog,EIA_11737.1,1.31e-09,33.6,,False,domain_rescue,shared_pfam=PF14580
Cus1,Tetrahymena_malaccensis,divergent_homolog,EIA_00867.1,3.44e-35,37.6,,False,domain_rescue,"shared_pfam=PF04037,PF04046"
Hsh49,Tetrahymena_malaccensis,divergent_homolog,EIA_09773.1,1.58e-33,35.0,,False,domain_rescue,shared_pfam=PF00076
Rds3,Tetrahymena_malaccensis,divergent_homolog,EIA_00415.1,2.11e-40,54.3,,False,domain_rescue,shared_pfam=PF03660
Ysf3,Tetrahymena_malaccensis,divergent_homolog,EIA_00728.1,7.48e-06,30.5,,False,domain_rescue,shared_pfam=PF07189
Prp11,Tetrahymena_malaccensis,divergent_homolog,EIA_19959.1,1.05e-17,27.2,,False,domain_rescue,"shared_pfam=PF12874,PF16835"
LSm8,Tetrahymena_malaccensis,divergent_homolog,EIA_05966.1,1.05e-05,35.1,,False,domain_rescue,shared_pfam=PF01423
LSm2,Tetrahymena_malaccensis,divergent_homolog,EIA_08201.1,1.17e-17,43.3,,False,domain_rescue,shared_pfam=PF01423
LSm3,Tetrahymena_malaccensis,divergent_homolog,EIA_16851.1,4.31e-12,37.5,,False,domain_rescue,shared_pfam=PF01423
LSm4,Tetrahymena_malaccensis,divergent_homolog,EIA_09746.1,7.96e-08,29.3,,False,domain_rescue,shared_pfam=PF01423
LSm5,Tetrahymena_malaccensis,divergent_homolog,EIA_17376.1,8.61e-12,37.0,,False,domain_rescue,shared_pfam=PF01423
LSm6,Tetrahymena_malaccensis,divergent_homolog,EIA_12930.1,4.44e-12,43.8,,False,domain_rescue,shared_pfam=PF01423
LSm7,Tetrahymena_malaccensis,divergent_homolog,EIA_19573.1,6.07e-16,38.6,,False,domain_rescue,shared_pfam=PF01423
Prp31,Tetrahymena_malaccensis,divergent_homolog,EIA_01950.1,4.50e-33,30.2,,False,domain_rescue,"shared_pfam=PF01798,PF09785"
Prp3,Tetrahymena_malaccensis,divergent_homolog,EIA_16152.1,4.65e-23,30.3,,False,domain_rescue,"shared_pfam=PF06544,PF08572"
Prp4,Tetrahymena_malaccensis,divergent_homolog,EIA_14785.1,1.68e-17,19.9,,False,domain_rescue,shared_pfam=PF00400
Bud13,Tetrahymena_malaccensis,divergent_homolog,EIA_19068.1,5.96e-05,53.8,,False,domain_rescue,shared_pfam=PF09736
Pml1,Tetrahymena_malaccensis,divergent_homolog,EIA_09736.1,3.95e-14,31.1,,False,domain_rescue,shared_pfam=PF00498
Clf1,Tetrahymena_malaccensis,divergent_homolog,EIA_02791.1,4.93e-40,36.1,,False,domain_rescue,"shared_pfam=PF23233,PF23240"
Syf1,Tetrahymena_malaccensis,divergent_homolog,EIA_19004.1,5.68e-45,24.5,,False,domain_rescue,"shared_pfam=PF23220,PF23231,PF23233"
Prp19,Tetrahymena_malaccensis,divergent_homolog,EIA_05762.1,1.93e-19,37.7,,False,domain_rescue,shared_pfam=PF08606
Isy1,Tetrahymena_malaccensis,divergent_homolog,EIA_16493.1,3.08e-05,29.6,,False,domain_rescue,shared_pfam=PF06246
Cwc2,Tetrahymena_malaccensis,divergent_homolog,EIA_12713.1,7.76e-20,26.1,,False,domain_rescue,"shared_pfam=PF00076,PF16131"
Cwc15,Tetrahymena_malaccensis,divergent_homolog,EIA_10496.1,1.04e-01,41.9,,False,domain_rescue,shared_pfam=PF04889
Ecm2,Tetrahymena_malaccensis,divergent_homolog,EIA_11529.1,1.50e-18,33.1,,False,domain_rescue,shared_pfam=PF21369
Prp45,Tetrahymena_malaccensis,divergent_homolog,EIA_22203.2,1.47e-15,25.4,,False,domain_rescue,shared_pfam=PF02731
Prp46,Tetrahymena_malaccensis,divergent_homolog,EIA_17471.1,7.68e-34,67.5,,False,domain_rescue,"shared_pfam=PF00400,PF23098"
Cwc21,Tetrahymena_malaccensis,divergent_homolog,EIA_22554.1,2.42e-02,60.9,,False,domain_rescue,shared_pfam=PF08312
Cwc22,Tetrahymena_malaccensis,divergent_homolog,EIA_10248.1,2.01e-45,25.8,,False,domain_rescue,shared_pfam=PF02847
Cwc23,Tetrahymena_malaccensis,divergent_homolog,EIA_02562.1,3.36e-07,35.6,,False,domain_rescue,shared_pfam=PF00226
Cwc24,Tetrahymena_malaccensis,divergent_homolog,EIA_18702.1,1.54e-31,36.7,,False,domain_rescue,"shared_pfam=PF00642,PF13923"
Cwc27,Tetrahymena_malaccensis,divergent_homolog,EIA_11599.1,5.39e-11,25.4,,False,domain_rescue,shared_pfam=PF00160
Yju2,Tetrahymena_malaccensis,divergent_homolog,EIA_00851.1,3.30e-21,37.4,,False,domain_rescue,shared_pfam=PF04502
Prp17,Tetrahymena_malaccensis,divergent_homolog,EIA_11523.1,7.63e-76,36.8,,False,domain_rescue,shared_pfam=PF00400
Prp18,Tetrahymena_malaccensis,divergent_homolog,EIA_06786.1,1.21e-13,38.1,,False,domain_rescue,shared_pfam=PF02840
Slu7,Tetrahymena_malaccensis,divergent_homolog,EIA_08141.1,2.34e-07,25.1,,False,domain_rescue,"shared_pfam=PF11708,PF30379"
Prp6,Tetrahymena_malaccensis,divergent_homolog,EIA_20622.1,5.97e-29,30.6,,False,domain_rescue,"shared_pfam=PF06424,PF29376"
Snu23,Tetrahymena_malaccensis,divergent_homolog,EIA_02323.1,2.20e-01,42.3,,False,domain_rescue,shared_pfam=PF12874
Ntr1,Tetrahymena_malaccensis,divergent_homolog,EIA_06219.2,2.35e-05,34.8,,False,domain_rescue,shared_pfam=PF01585
Prp40,Tetrahymena_malaccensis,divergent_homolog,EIA_19335.1,3.06e-13,28.2,,False,domain_rescue,"shared_pfam=PF00397,PF01846"
Mud2,Tetrahymena_malaccensis,divergent_homolog,EIA_08205.1,3.84e-04,26.4,,False,domain_rescue,shared_pfam=PF29326
Cus2,Tetrahymena_malaccensis,divergent_homolog,EIA_17269.1,2.88e-17,30.4,,False,domain_rescue,shared_pfam=PF00076
Npl3,Tetrahymena_malaccensis,divergent_homolog,EIA_19039.1,4.82e-05,31.1,,False,domain_rescue,shared_pfam=PF00076
Gbp2,Tetrahymena_malaccensis,divergent_homolog,EIA_09530.1,1.87e-12,24.1,,False,domain_rescue,shared_pfam=PF00076
Hrb1,Tetrahymena_malaccensis,divergent_homolog,EIA_04544.1,2.90e-09,24.9,,False,domain_rescue,shared_pfam=PF00076
Hrp1,Tetrahymena_malaccensis,divergent_homolog,EIA_09773.1,1.26e-19,29.4,,False,domain_rescue,shared_pfam=PF00076
Mud1,Tetrahymena_thermophila,divergent_homolog,TTHERM_01043060|RNA,1.37e-04,32.5,,False,domain_rescue,shared_pfam=PF00076
Yhc1,Tetrahymena_thermophila,divergent_homolog,TTHERM_00418555|U1,4.51e-06,35.7,,False,domain_rescue,shared_pfam=PF06220
Prp39,Tetrahymena_thermophila,divergent_homolog,TTHERM_00377330|Tetratricopeptide-like,1.55e-04,19.1,,False,domain_rescue,"shared_pfam=PF23240,PF23241"
Nam8,Tetrahymena_thermophila,divergent_homolog,TTHERM_00557810|RRM37,3.65e-14,28.8,,False,domain_rescue,shared_pfam=PF00076
Luc7,Tetrahymena_thermophila,divergent_homolog,TTHERM_00557840|Luc7-related,2.45e-10,24.7,,False,domain_rescue,shared_pfam=PF03194
SmB,Tetrahymena_thermophila,divergent_homolog,TTHERM_00189617|U6,1.43e-04,32.1,,False,domain_rescue,shared_pfam=PF01423
SmG,Tetrahymena_thermophila,divergent_homolog,TTHERM_01151560|Sm-like,1.11e-14,45.2,,False,domain_rescue,shared_pfam=PF01423
Msl1,Tetrahymena_thermophila,divergent_homolog,TTHERM_01043060|RNA,1.02e-14,40.7,,False,domain_rescue,shared_pfam=PF13893
Lea1,Tetrahymena_thermophila,divergent_homolog,TTHERM_00502250|Leucine-rich,5.25e-09,33.6,,False,domain_rescue,shared_pfam=PF14580
Cus1,Tetrahymena_thermophila,divergent_homolog,TTHERM_00013790|Pre-mRNA,5.77e-35,37.6,,False,domain_rescue,"shared_pfam=PF04037,PF04046"
Hsh49,Tetrahymena_thermophila,divergent_homolog,TTHERM_00023990|RRM63,3.60e-33,35.0,,False,domain_rescue,shared_pfam=PF00076
Ysf3,Tetrahymena_thermophila,divergent_homolog,TTHERM_00011360|Splicing,8.68e-06,30.5,,False,domain_rescue,shared_pfam=PF07189
Prp11,Tetrahymena_thermophila,divergent_homolog,TTHERM_00343680|PRP11,6.33e-18,27.5,,False,domain_rescue,"shared_pfam=PF12874,PF16835"
LSm8,Tetrahymena_thermophila,divergent_homolog,TTHERM_00189617|U6,4.65e-05,33.8,,False,domain_rescue,shared_pfam=PF01423
LSm2,Tetrahymena_thermophila,divergent_homolog,TTHERM_00318694|U6,4.78e-18,45.6,,False,domain_rescue,shared_pfam=PF01423
LSm3,Tetrahymena_thermophila,divergent_homolog,TTHERM_00647359|U6,3.54e-12,37.5,,False,domain_rescue,shared_pfam=PF01423
LSm5,Tetrahymena_thermophila,divergent_homolog,TTHERM_00686255|Sm-like,9.99e-12,37.0,,False,domain_rescue,shared_pfam=PF01423
LSm6,Tetrahymena_thermophila,divergent_homolog,TTHERM_00477010|Sm-like,1.81e-12,43.8,,False,domain_rescue,shared_pfam=PF01423
LSm7,Tetrahymena_thermophila,divergent_homolog,TTHERM_00835340|LSM7,3.52e-16,38.6,,False,domain_rescue,shared_pfam=PF01423
Prp31,Tetrahymena_thermophila,divergent_homolog,TTHERM_00113340|PRP31,8.23e-32,29.6,,False,domain_rescue,"shared_pfam=PF01798,PF09785"
Prp3,Tetrahymena_thermophila,divergent_homolog,TTHERM_00599960|PRP3,1.27e-23,30.3,,False,domain_rescue,"shared_pfam=PF06544,PF08572"
Prp4,Tetrahymena_thermophila,divergent_homolog,TTHERM_00700970|PRP4,1.45e-17,20.1,,False,domain_rescue,shared_pfam=PF00400
Bud13,Tetrahymena_thermophila,divergent_homolog,TTHERM_01071460|Pre-mRNA-splicing,1.65e-04,51.3,,False,domain_rescue,shared_pfam=PF09736
Pml1,Tetrahymena_thermophila,divergent_homolog,TTHERM_00024450|Cellular,1.82e-14,29.4,,False,domain_rescue,shared_pfam=PF00498
Clf1,Tetrahymena_thermophila,divergent_homolog,TTHERM_01076960|hypothetical,3.15e-43,31.5,,False,domain_rescue,"shared_pfam=PF23233,PF23240"
Syf1,Tetrahymena_thermophila,divergent_homolog,TTHERM_00760400|Pre-mRNA-splicing,2.05e-45,24.8,,False,domain_rescue,"shared_pfam=PF23220,PF23231,PF23233"
Isy1,Tetrahymena_thermophila,divergent_homolog,TTHERM_00588910|hypothetical,3.56e-05,29.6,,False,domain_rescue,shared_pfam=PF06246
Cwc2,Tetrahymena_thermophila,divergent_homolog,TTHERM_00954360|Pre-mRNA-splicing,6.71e-20,26.1,,False,domain_rescue,"shared_pfam=PF00076,PF16131"
Cwc15,Tetrahymena_thermophila,divergent_homolog,TTHERM_00433680|Pre-mRNA-splicing,1.20e-01,41.9,,False,domain_rescue,shared_pfam=PF04889
Ecm2,Tetrahymena_thermophila,divergent_homolog,TTHERM_00494500|RRM32,1.37e-18,33.1,,False,domain_rescue,shared_pfam=PF21369
Prp45,Tetrahymena_thermophila,divergent_homolog,TTHERM_00942990|SKI-interacting,5.01e-17,26.1,,False,domain_rescue,shared_pfam=PF02731
Prp46,Tetrahymena_thermophila,divergent_homolog,TTHERM_00684450|PRP5,4.16e-33,66.9,,False,domain_rescue,"shared_pfam=PF00400,PF23098"
Cwc21,Tetrahymena_thermophila,divergent_homolog,TTHERM_01001490|Pre-mRNA-splicing,2.81e-02,60.9,,False,domain_rescue,shared_pfam=PF08312
Cwc22,Tetrahymena_thermophila,divergent_homolog,TTHERM_00196620|Pre-mRNA-splicing,3.78e-46,26.0,,False,domain_rescue,shared_pfam=PF02847
Cwc23,Tetrahymena_thermophila,divergent_homolog,TTHERM_01013150|J,2.86e-07,35.6,,False,domain_rescue,shared_pfam=PF00226
Cwc24,Tetrahymena_thermophila,divergent_homolog,TTHERM_00730340|Pre-mRNA-splicing,1.26e-30,36.0,,False,domain_rescue,"shared_pfam=PF00642,PF13923"
Cwc27,Tetrahymena_thermophila,divergent_homolog,TTHERM_00492720|PPI10,8.38e-11,24.9,,False,domain_rescue,shared_pfam=PF00160
Yju2,Tetrahymena_thermophila,divergent_homolog,TTHERM_00013580|Saf4/Yju2,1.03e-21,37.4,,False,domain_rescue,shared_pfam=PF04502
Prp17,Tetrahymena_thermophila,divergent_homolog,TTHERM_00494570|PRP17,8.67e-76,36.8,,False,domain_rescue,shared_pfam=PF00400
Prp18,Tetrahymena_thermophila,divergent_homolog,TTHERM_00637170|PRP18,1.40e-13,38.1,,False,domain_rescue,shared_pfam=PF02840
Slu7,Tetrahymena_thermophila,divergent_homolog,TTHERM_00317030|Pre-mRNA-splicing,1.17e-07,27.1,,False,domain_rescue,"shared_pfam=PF11708,PF30379"
Prp6,Tetrahymena_thermophila,divergent_homolog,TTHERM_00849220|PRP1,2.76e-28,25.6,,False,domain_rescue,"shared_pfam=PF06424,PF29376"
Snu23,Tetrahymena_thermophila,divergent_homolog,TTHERM_00490670|Multifunctional,4.28e-03,45.7,,False,domain_rescue,shared_pfam=PF12874
Ntr1,Tetrahymena_thermophila,divergent_homolog,TTHERM_00218980|GPP1,4.74e-05,34.5,,False,domain_rescue,shared_pfam=PF01585
Prp40,Tetrahymena_thermophila,divergent_homolog,TTHERM_00755880|Pre-mRNA-processing,6.31e-17,29.4,,False,domain_rescue,"shared_pfam=PF00397,PF01846"
Mud2,Tetrahymena_thermophila,divergent_homolog,TTHERM_00318730|RRM10,7.80e-04,26.4,,False,domain_rescue,shared_pfam=PF29326
Cus2,Tetrahymena_thermophila,divergent_homolog,TTHERM_00683070|RRM43,1.49e-16,31.6,,False,domain_rescue,shared_pfam=PF00076
Npl3,Tetrahymena_thermophila,divergent_homolog,TTHERM_00898250|RRM52,5.59e-05,31.1,,False,domain_rescue,shared_pfam=PF00076
Gbp2,Tetrahymena_thermophila,divergent_homolog,TTHERM_00408740|RRM16,2.88e-12,24.7,,False,domain_rescue,shared_pfam=PF00076
Hrb1,Tetrahymena_thermophila,divergent_homolog,TTHERM_00384810|RRM13,2.27e-10,26.3,,False,domain_rescue,shared_pfam=PF00076
Hrp1,Tetrahymena_thermophila,divergent_homolog,TTHERM_00023990|RRM63,8.04e-20,30.5,,False,domain_rescue,shared_pfam=PF00076
Mud1,Oxytricha_trifallax,divergent_homolog,g43123,8.94e-03,31.9,,False,domain_rescue,shared_pfam=PF00076
Snp1,Oxytricha_trifallax,divergent_homolog,g18408,6.95e-21,31.3,,False,domain_rescue,"shared_pfam=PF00076,PF12220"
Yhc1,Oxytricha_trifallax,divergent_homolog,g25259,3.40e-02,42.1,,False,domain_rescue,shared_pfam=PF06220
Prp39,Oxytricha_trifallax,divergent_homolog,g31649,3.68e-04,21.6,,False,domain_rescue,"shared_pfam=PF23240,PF23241"
Nam8,Oxytricha_trifallax,divergent_homolog,g44956,5.87e-21,33.5,,False,domain_rescue,shared_pfam=PF00076
Luc7,Oxytricha_trifallax,divergent_homolog,g23609,4.29e-15,26.0,,False,domain_rescue,shared_pfam=PF03194
SmD1,Oxytricha_trifallax,divergent_homolog,g42885,2.04e-17,42.3,,False,domain_rescue,shared_pfam=PF01423
SmE,Oxytricha_trifallax,divergent_homolog,g40510,3.02e-04,29.8,,False,domain_rescue,shared_pfam=PF01423
SmF,Oxytricha_trifallax,divergent_homolog,g17317,2.00e-17,44.0,,False,domain_rescue,shared_pfam=PF01423
Msl1,Oxytricha_trifallax,divergent_homolog,g20264,1.06e-12,39.3,,False,domain_rescue,shared_pfam=PF13893
Lea1,Oxytricha_trifallax,divergent_homolog,g5700,5.06e-16,33.0,,False,domain_rescue,shared_pfam=PF14580
Rse1,Oxytricha_trifallax,divergent_homolog,g24136,1.26e-64,24.3,,False,domain_rescue,"shared_pfam=PF03178,PF10433,PF23726"
Cus1,Oxytricha_trifallax,divergent_homolog,g18868,2.21e-27,30.7,,False,domain_rescue,"shared_pfam=PF04037,PF04046"
Hsh49,Oxytricha_trifallax,divergent_homolog,g12943,4.84e-10,27.9,,False,domain_rescue,shared_pfam=PF00076
Prp9,Oxytricha_trifallax,divergent_homolog,g10749,1.26e-30,26.6,,False,domain_rescue,"shared_pfam=PF11931,PF12171,PF16837"
Prp11,Oxytricha_trifallax,divergent_homolog,g5290,5.99e-21,27.8,,False,domain_rescue,"shared_pfam=PF12874,PF16835"
pRP21,Oxytricha_trifallax,divergent_homolog,g27805,2.04e-06,25.4,,False,domain_rescue,"shared_pfam=PF01805,PF12230"
